image,caption
2092177624_13ab757e8b.jpg,"A young boy dressed in green running along a smooth , stone wall near a wooded area ."
2092419948_eea8001d0f.jpg,A man walks down a path next to a waterway .
2092419948_eea8001d0f.jpg,A person walks by some blue-green water while holding a rail .
2092419948_eea8001d0f.jpg,The man with long hair is walking along a storm drain .
2092870249_90e3f1855b.jpg,A man looks under a car on a wet street .
2092870249_90e3f1855b.jpg,"A person lies half under a car , face-down ."
2092870249_90e3f1855b.jpg,A person underneath a car with a jack .
2094323311_27d58b1513.jpg,A dog with a blue collar is licking a man who 's wearing large tinted sunglasses .
2094323311_27d58b1513.jpg,A large brown dog with a blue collar is resting his chin on a man 's face .
2094323311_27d58b1513.jpg,An orange dog is licking a man wearing red sunglasses .
2094543127_46d2f1fedf.jpg,A girl is posed over a statue of a dangerous animal .
2094543127_46d2f1fedf.jpg,A girl sits on what appears to be a crocodile .
2094543127_46d2f1fedf.jpg,A girl sitting on top of a crocodile
2094810449_f8df9dcdf7.jpg,A child in blue shorts is standing ankle deep in the water .
2094810449_f8df9dcdf7.jpg,"A little boy in blue shorts , glasses , and a coat stands in the surf ."
2094810449_f8df9dcdf7.jpg,The small child wades ankle deep in the water on the shoreline .
2095007523_591f255708.jpg,"A baby , surrounded by some toys , looks out of a playpen ."
2095007523_591f255708.jpg,Baby looking through playpen bars at camera .
2095007523_591f255708.jpg,"The infant is laying on its stomach , in a crib , looking up at the camera ."
2095078658_c14ba89bc2.jpg,The dog runs through the snow .
2095078658_c14ba89bc2.jpg,The German shepherd dog is running through the snow .
2095078658_c14ba89bc2.jpg,The German Shepherd is running through the white snow .
2095435987_1b7591d214.jpg,A white and brown dog rolls on its back in the sand .
2095435987_1b7591d214.jpg,The dog rolls over to scratch its back in the sand .
2095435987_1b7591d214.jpg,The white and brown dog is rolling in the sand .
2095444126_201ff9f222.jpg,A dog shakes his head .
2095444126_201ff9f222.jpg,A dog shakes off water
2095444126_201ff9f222.jpg,The dog is shaking water off of his body .
2095478050_736c4d2d28.jpg,A man is playing a guitar with a child playing a harmonica while three young girls watch .
2095478050_736c4d2d28.jpg,Three little girls look on as a boy plays the harmonica with an adult guiutarist sitting beside him .
2095478050_736c4d2d28.jpg,Three little girls watch a band .
209605542_ca9cc52e7b.jpg,a man with a red headband climbing a rock cliff looming over greenery .
209605542_ca9cc52e7b.jpg,Man climbing a sheet rock face .
209605542_ca9cc52e7b.jpg,Man in red headband climbing a rock
2096771662_984441d20d.jpg,A man with a thermos is standing next to a man who is gazing through binoculars .
2096771662_984441d20d.jpg,Two men are standing together while one looks through binoculars .
2096771662_984441d20d.jpg,Two men look out as one is holding binoculars .
2097398349_ff178b3f1b.jpg,A man stands on the snow near the mountains .
2097398349_ff178b3f1b.jpg,A person poses in the snow .
2097398349_ff178b3f1b.jpg,A skier in the mountains .
2097403787_77a154f5b9.jpg,A man is standing on the rocky ground in front of the mountain .
2097403787_77a154f5b9.jpg,The person is standing by the water in front of the snow topped mountains .
2097403787_77a154f5b9.jpg,The traveller pauses in front of the mountain view .
2097407245_c798e0dcaf.jpg,A man raises his arms on rocky beach .
2097407245_c798e0dcaf.jpg,One lone man with fist in the air with large rocky mountains in the background
2097407245_c798e0dcaf.jpg,Man with outstretched arms standing on snow-covered rocks .
2097420505_439f63c863.jpg,A man with a camera and an ice structure behind him .
2097420505_439f63c863.jpg,A man with a camera crouching on ice .
2097420505_439f63c863.jpg,A man with a camera kneels in front of a giant hill of snow .
2097489021_ca1b9f5c3b.jpg,A young girl performing the nutcracker .
2097489021_ca1b9f5c3b.jpg,The little girl is standing on a stage dressed up as a pink fairy .
2097489021_ca1b9f5c3b.jpg,Young girl waving turquiose leotard and pink tutu with wings waving wand .
2098174172_e57d86ea03.jpg,A hiker is standing in before the mountain holding two walking sticks .
2098174172_e57d86ea03.jpg,A man with two ski poles stands near a mountaintop .
2098174172_e57d86ea03.jpg,The man wears a green hat and jacket while standing in front of a mountain .
2098418613_85a0c9afea.jpg,A brown dogs walks near a green van and some junk .
2098418613_85a0c9afea.jpg,A large brown dog stands in front of a green van in the yard of a house .
2098418613_85a0c9afea.jpg,A yellow dog is standing in front of a green car and next to a toilet .
2098646162_e3b3bbf14c.jpg,Two black and white dogs are looking at a grey and white kitty .
2098646162_e3b3bbf14c.jpg,Two black and white dogs look at a kitten perched on some equipment .
2098646162_e3b3bbf14c.jpg,Two black and white dogs looking at a black and white kitten who is sitting on top of a tank with hoses on it .
2099323664_bb20457f26.jpg,A small dog runs from the dirt onto the street
2099323664_bb20457f26.jpg,"A tan , white , and black dog runs towards a sidewalk ."
2099323664_bb20457f26.jpg,The brown and white dog is standing on its hind legs beside the path .
2100046085_69b59b6645.jpg,Two white dogs are drinking water out of a lake .
2100046085_69b59b6645.jpg,two white dogs drinking out of a stream
2100046085_69b59b6645.jpg,Two white dogs walk around in shallow water .
2100735137_05c6079537.jpg,A small child jumps on a colorful toy in the street .
2100735137_05c6079537.jpg,A young girl playing with two plastic and foam toy rockets .
2100735137_05c6079537.jpg,A young girl plays on a colorful toy outside .
2100816230_ff866fb352.jpg,A man in yellow ski jumping over a barrel .
2100816230_ff866fb352.jpg,A man jumps while snow skiing .
2100816230_ff866fb352.jpg,A skier catches air over the snow .
2100909581_b7dde5b704.jpg,A large white dog is jumping in the air over a snowy area .
2100909581_b7dde5b704.jpg,a large white dog jumping up in the snow
2100909581_b7dde5b704.jpg,White dog playing in the snow .
2101128963_fdf8b2a0d7.jpg,A baseball player on a playing field springs into action .
2101128963_fdf8b2a0d7.jpg,A Philadelphia Phillie pitcher on the pitchers mound with his left leg up behind him .
2101128963_fdf8b2a0d7.jpg,A pitcher in a red and white uniform in a baseball game has just thrown the ball .
210126070_0d43b300b9.jpg,A guy standing is watching another guy in midair .
210126070_0d43b300b9.jpg,A shirtless teenager bounces on a trampoline as other children watch .
210126070_0d43b300b9.jpg,Kids jumping with one boy in midair .
2101457132_69c950bc45.jpg,A black dog is leaping over a stream of running water .
2101457132_69c950bc45.jpg,A black dog jumping off a river bank near a wooded area .
2101457132_69c950bc45.jpg,A wet black dog jumping into a lake .
2101808682_0d66ef4a08.jpg,A boy is surrounded by pigeons .
2101808682_0d66ef4a08.jpg,pigeons attack a blonde boy .
2101808682_0d66ef4a08.jpg,There are birds on the boy
2102030040_2e8f4738f7.jpg,A woman on a ski slope .
2102030040_2e8f4738f7.jpg,A woman standing on a snowy hill about to ski .
2102030040_2e8f4738f7.jpg,A woman with a blue jacket is posing for a picture while skiing down a mountain
2102315758_a9148a842f.jpg,A woman and a man carrying a small child walking on a rocky beach .
2102315758_a9148a842f.jpg,Two individuals standing on a beach .
2102315758_a9148a842f.jpg,Two people stand on a beach and look to the right .
2102360862_264452db8e.jpg,A man posing for his photo on a rocky beach .
2102360862_264452db8e.jpg,A man takes a picture of another man at the beach .
2102360862_264452db8e.jpg,Man filiming a man with sunglasses at the beach .
2102581664_5ea50f85c6.jpg,A dog jumping high to clear the bars .
2102581664_5ea50f85c6.jpg,a dog jumps over the pole .
2102581664_5ea50f85c6.jpg,The brown dog is performing a jump in an obstacle course .
2102724238_3cf921d7bb.jpg,People in dark clothing sit together .
2102724238_3cf921d7bb.jpg,Two people wearing black sit on a bench and look down .
2102724238_3cf921d7bb.jpg,Two women are sitting with their purses in their laps .
2102732029_9ae520914d.jpg,Two young girls holding a camera together .
2102732029_9ae520914d.jpg,Two young girls looking at camera .
2102732029_9ae520914d.jpg,two young kids looking into the same camera
2103361407_4ed4fc46bf.jpg,Five children laugh and smile on a bench .
2103361407_4ed4fc46bf.jpg,five giggling children sit on a green bench in a park
2103361407_4ed4fc46bf.jpg,The children enjoy something funny as they prepare to have their photo taken .
2103568100_5d018c495b.jpg,A white dog is standing in a pond .
2103568100_5d018c495b.jpg,A white dog is walking through a river that runs through a rocky landscape .
2103568100_5d018c495b.jpg,The white dog is wading in the pond atop the mountain .
2105756457_a100d8434e.jpg,Two kids are playing a game of Foosball .
2105756457_a100d8434e.jpg,Two men play a game beneath a shade .
2105756457_a100d8434e.jpg,Two young kids are in a hut .
210625425_fb1ef5d23b.jpg,A Jeep gets wheel high in mud .
210625425_fb1ef5d23b.jpg,The car sinks up to the tops of its wheels in the mud .
210625425_fb1ef5d23b.jpg,There is a jeep stuck in mud up to the doors .
2106772874_381824648b.jpg,A large white dog and a smaller brown dog fight .
2106772874_381824648b.jpg,A white dog opens its mouth near a smaller dog .
2106772874_381824648b.jpg,A white dog plays with a brown dog on carpet .
210686241_b8e069fff3.jpg,A boy playing in water .
210686241_b8e069fff3.jpg,A child in a white sox shirt is covered in water spray and looks distressed .
210686241_b8e069fff3.jpg,Children playing in water .
2107837987_ffecfc367a.jpg,A child in a blue shirt is holding something in his hand on a lake shore .
2107837987_ffecfc367a.jpg,A skips rocks near a bridge .
2107837987_ffecfc367a.jpg,The little boy is at the side of the river throwing rocks .
2107838729_a527e434bd.jpg,A young boy is throwing something into a river .
2107838729_a527e434bd.jpg,A young boy throwing a rock into a pond in front of a large building .
2107838729_a527e434bd.jpg,Little boy standing on the bank of a river .
210839948_bbd5bfa3b6.jpg,A woman climbs up a steep rock face .
210839948_bbd5bfa3b6.jpg,"a woman wearing red , climbs up the giant rock ."
210839948_bbd5bfa3b6.jpg,A young girl with a determined expression climbing a cliff edge .
2108799322_e25aa6e185.jpg,A black dog is running through a marsh-like area .
2108799322_e25aa6e185.jpg,A black dog runs through a muddy bank .
2108799322_e25aa6e185.jpg,A mostly black short haired dog is running in a swampy area with its tongue out .
2109370875_05241bdda7.jpg,A person wearing a hat takes a picture while its snowing .
2109370875_05241bdda7.jpg,A woman takes a picture as it snows .
2109370875_05241bdda7.jpg,The lady wearing a black hat is taking a picture while the snow falls .
2109479807_eec8d72ca7.jpg,Four girls are sitting on a blue ATV in field .
2109479807_eec8d72ca7.jpg,Four girls ride sit on a riding tractor on a farm .
2109479807_eec8d72ca7.jpg,Four girls sit on an ATV in a yard .
2109911919_af45b93ef3.jpg,A person climbing up the side of a snowy mountain to fetch his or her ski poles .
2109911919_af45b93ef3.jpg,A skier climbs up a snowy trail toward his poles .
2109911919_af45b93ef3.jpg,A climber with a backpack accends a snow covered mountain .
2110692070_8aaaa1ae39.jpg,A dog running though a green yard .
2110692070_8aaaa1ae39.jpg,A white and black spotted dog is running through a grassy area .
2110692070_8aaaa1ae39.jpg,Black and white dog running across grass .
2110898123_07729c1461.jpg,A brown dog wearing a red vest is running through the grass .
2110898123_07729c1461.jpg,A dog wearing a red cape runs quickly across a field .
2110898123_07729c1461.jpg,The brown dog is running on the grass whilst wearing an orange jacket .
2111360187_d2505437b7.jpg,Three children standing by a pool are covered in foam bubbles .
2111360187_d2505437b7.jpg,three little boys cover themselves with bubbles .
2111360187_d2505437b7.jpg,Three young children are covered in foam .
2112661738_de71b60b88.jpg,A dog treads through a shallow area of water located on a rocky mountainside .
2112661738_de71b60b88.jpg,A white dog drinks water on a mountain .
2112661738_de71b60b88.jpg,A white dog drinks water on a mountainside .
211277478_7d43aaee09.jpg,A Jeep goes off-roading in the woods with muddy trails making it dirty .
211277478_7d43aaee09.jpg,A muddy jeep driving through the forest .
211277478_7d43aaee09.jpg,The vehicle is driving through mud surrounded by pine trees .
2112921744_92bf706805.jpg,A dog standing on the side of a mountain .
2112921744_92bf706805.jpg,"A fluffy white dog looks down a steep , grassy embankment ."
2112921744_92bf706805.jpg,A white dog is standing on a grassy hillside .
211295363_49010ca38d.jpg,A white boat is cruising near a large city backdrop .
211295363_49010ca38d.jpg,"Small yachts in harbor , city in background ."
211295363_49010ca38d.jpg,There is a white boat in the bay with a city in the background .
2113530024_5bc6a90e42.jpg,A group of guys playing soccer on a field .
2113530024_5bc6a90e42.jpg,Footballers are scrambling around the goal as the goal keeper reaches for the ball .
2113530024_5bc6a90e42.jpg,"Four men in green at a soccer goal post trying to score , while 3 men in blue try to prevent it ."
2114126343_a0f74ff63b.jpg,Five women in identical swimsuits hold on to a rope near the ocean .
2114126343_a0f74ff63b.jpg,six girls hold a rope in the ocean .
2114126343_a0f74ff63b.jpg,They are sitting on the edge of the pool by the ocean .
2114355355_9d7e2d8178.jpg,A brown dog lies on a blanket in boat .
2114355355_9d7e2d8178.jpg,A Dog lying on a blanket at the end of a small boat .
2114355355_9d7e2d8178.jpg,A reddish-brown dog is laying at the front of a white boat on an orange flowered blanket .
2114739371_83aa8bdb0e.jpg,A shepherd bounds through the grass .
2114739371_83aa8bdb0e.jpg,Black and brown dog running on grass .
2114739371_83aa8bdb0e.jpg,"Brown and tan dog , mouth open with tongue hanging out , running in the grass ."
2115620856_4fa5025ac6.jpg,A nice neighborhood street in the beautiful green foothills .
2115620856_4fa5025ac6.jpg,A small town lies at the base of verdant mountains .
2115620856_4fa5025ac6.jpg,A town and a green mountain in the back .
2115631346_9585a479b0.jpg,Two brown dogs run across a large snowy yard .
2115631346_9585a479b0.jpg,two brown dogs running through the snow .
2115631346_9585a479b0.jpg,Two dogs run through a snowy field .
2115849046_2aa9fa8d13.jpg,A brown dog runs near the water .
2115849046_2aa9fa8d13.jpg,A large orange dog runs through the grass by the water where a large boat is sailing in the background .
2115849046_2aa9fa8d13.jpg,The dog is running in the grass next to the water .
2116316160_d5fa7abdc3.jpg,A dog is running toward the camera .
2116316160_d5fa7abdc3.jpg,A golden haired dog is turning direction through low straw grass .
2116316160_d5fa7abdc3.jpg,The dog runs towards the camera in a field .
2116444946_1f5d1fe5d1.jpg,a girl lets her hair blow in the wind .
2116444946_1f5d1fe5d1.jpg,A girls brown hair is thrashed by the wind .
2116444946_1f5d1fe5d1.jpg,A smiling young woman is shown from the shoulders up with her long hair blowing in the wind .
2119302248_72493d458c.jpg,"A woman wearing glasses , large hoop earrings , and a hooded piece on her head ."
2119302248_72493d458c.jpg,A woman wears an Egytian-like headdress .
2119302248_72493d458c.jpg,The woman in glasses is wearing a black headdress .
2119660490_ce0d4d1f73.jpg,A brown dog is laying on its back on a white carpet with a green ball on it .
2119660490_ce0d4d1f73.jpg,A dog lies on its back on a dog bed .
2119660490_ce0d4d1f73.jpg,The dog is laying on its back near a green ball .
211981411_e88b8043c2.jpg,An old jeep partially submerged in water
211981411_e88b8043c2.jpg,Dirty car in body of water
211981411_e88b8043c2.jpg,The dirty vehicle is caught in a flood .
2120383553_5825333a3f.jpg,A girl wearing green twists something in her hands .
2120383553_5825333a3f.jpg,A little girl in a green outfit wringing out an orange rag .
2120383553_5825333a3f.jpg,A young girl plays outside .
2120411340_104eb610b1.jpg,A dog and a cow are standing on a hillside .
2120411340_104eb610b1.jpg,A white dog looks at a nervous cow in a mountain setting .
2120411340_104eb610b1.jpg,Two dogs are in a grassy area .
2120469056_7a738413be.jpg,Two boys swim on a sunny day .
2120469056_7a738413be.jpg,Two young boys swim and play in an outdoor fountain .
2120469056_7a738413be.jpg,Two young boys swimming in a pool of green water .
2120571547_05cd56de85.jpg,A woman sites with her feet on the seats in a subway car .
2120571547_05cd56de85.jpg,Two women in winter clothes ride in a subway car with orange and yellow seats .
2120571547_05cd56de85.jpg,Two women sit on a city train .
2121140070_a09644550b.jpg,A group of people gather on the grass field and throw a pink hoop .
2121140070_a09644550b.jpg,A group of people in a large yard toss a disc .
2121140070_a09644550b.jpg,kids play ultimate Frisbee .
2121357310_f8235311da.jpg,A boy slides down a water slide as another boy runs past .
2121357310_f8235311da.jpg,A man in black shorts is sliding on a tarp .
2121357310_f8235311da.jpg,Boy sliding on a wet plastic surface
2123932281_1a4fd38455.jpg,a little girl holds up her plate .
2123932281_1a4fd38455.jpg,A young girl sits at a table and eats .
2123932281_1a4fd38455.jpg,The little girl is eating outdoors .
2124040721_bffc0a091a.jpg,An old man with white hair in a red hat
2124040721_bffc0a091a.jpg,A person is a red hat and winter jacket is looking into the distance .
2124040721_bffc0a091a.jpg,A person with gray hair wears a red hat and watches it snow .
2125216241_5b265a2fbc.jpg,A few people park their boat at a dock .
2125216241_5b265a2fbc.jpg,Three men stand atop a boat from Seattle Washington .
2125216241_5b265a2fbc.jpg,Three people are standing on the dock of a boat looking at something off camera .
2125454445_5c5c4bf906.jpg,A black and white dog in a plaid coat is carrying a very long stick .
2125454445_5c5c4bf906.jpg,A black and white dog on a leash is wearing a plaid outfit .
2125454445_5c5c4bf906.jpg,A small dog plays with a very big limb .
2125626631_a4b63af97e.jpg,A dog makes a faithful leap to catch a green and black Frisbee in his mouth .
2125626631_a4b63af97e.jpg,A white dog is airborne whilst catching a green toy .
2125626631_a4b63af97e.jpg,Small dog jumps sideways to catch a soft disc .
2126950128_74a4882658.jpg,Lady with red hair in jeans and grey sweater holding a cigarette .
2126950128_74a4882658.jpg,The redheaded woman holds her purse while putting a cigarette in her mouth .
2126950128_74a4882658.jpg,The woman holding a black purse is smoking a cigarette .
2127031632_77505e4218.jpg,A child on a red disc sled slides down a small snow-covered hill .
2127031632_77505e4218.jpg,A child sits on a red disc in the snow .
2127031632_77505e4218.jpg,A child wearing a helmet is sitting on a red sled outside in the snow .
2127207912_9298824e66.jpg,Three people make their way through rocky terrain .
2127207912_9298824e66.jpg,Three people participate in rock climbing .
2127207912_9298824e66.jpg,Two people wearing backpacks and a woman in red shorts are standing on some large rock formations .
2127209046_94711c747b.jpg,a group of hikers hike .
2127209046_94711c747b.jpg,Some hikers are walking past a stream that runs between an interesting rock formation .
2127209046_94711c747b.jpg,Some young adults hike by boulders and a stream .
2128119486_4407061c40.jpg,A little boy is eating something and got it all over his mouth .
2128119486_4407061c40.jpg,A small child with berries all over its mouth .
2128119486_4407061c40.jpg,A young brown eyed boy with red syrup on his lips is pouring syrup .
2129430111_338a94f8fb.jpg,A hiker in a red cap walking along a mountain path .
2129430111_338a94f8fb.jpg,A hiker with a backpack is walking with a snow-covered mountain in the background .
2129430111_338a94f8fb.jpg,A person in a red hat with a huge backpack going hiking .
2130203183_49bae96b96.jpg,A brown dog sits outside next to a large snowbank .
2130203183_49bae96b96.jpg,A dog sitting in ice and snow .
2130203183_49bae96b96.jpg,The dog sits by a snowdrift .
2130851544_d36f4f2ea6.jpg,A boy holds an icicle
2130851544_d36f4f2ea6.jpg,a young boy pretending to play with an ice sculpture gun
2130851544_d36f4f2ea6.jpg,Boy holding an icicle pretending it is a gun .
2130986011_47cb05c8c9.jpg,A child sleds .
2130986011_47cb05c8c9.jpg,A little boy in an orange goggles and coat is playing on a blue sled in the snow .
2130986011_47cb05c8c9.jpg,A young child with snow on his face gets out of a blue sled .
2131762850_5293a288d9.jpg,A boy wearing an orange coat winks at the camera .
2131762850_5293a288d9.jpg,A winking boy in the snow wears a helmet and an orange LL Bean jacket .
2131762850_5293a288d9.jpg,Child in orange jacket and a helmet playing in the snow .
213216174_0632af65a2.jpg,A boy in blue swim trunks dives into a swimming pool while two adults look on .
213216174_0632af65a2.jpg,A kid playing in a swimming pool .
213216174_0632af65a2.jpg,the boy is diving into the pool as the couple watch .
2133650765_fc6e5f295e.jpg,A boy jumps into a pool while lifeguards watch .
2133650765_fc6e5f295e.jpg,"A young boy jumping into a pool that says "" no diving "" ."
2133650765_fc6e5f295e.jpg,The boy is jumping into the swimming pool .
2135360514_7dcb9ed796.jpg,a baby wears a Santa hat .
2135360514_7dcb9ed796.jpg,Baby in Santa outfit holding a baby Santa .
2135360514_7dcb9ed796.jpg,The baby is holding a Santa figurine .
2135502491_a15c6b5eae.jpg,A St Bernard lunges through the snow .
2135502491_a15c6b5eae.jpg,Large St Bernard dog wearing red collar galloping through the snow .
2135502491_a15c6b5eae.jpg,St Bernard dog running in the snowy field .
2136455112_202c093ba4.jpg,A mom is helping her son to Rollerblade .
2136455112_202c093ba4.jpg,An adult helping a child ice skate together on a dark rink .
2136455112_202c093ba4.jpg,An adult is holding up a child who is trying to ice skate .
2136514643_93d8f75a77.jpg,A girl wearing a white sweatshirt and jean shorts has a big smile on her face as she walks along .
2136514643_93d8f75a77.jpg,A teenage girl walks past another with a cellphone .
2136514643_93d8f75a77.jpg,A young woman walks by another young woman talking on the phone and leaning on a wall .
2136992638_098d62a3c5.jpg,The brown dog with a red collar is biting the black dog .
2136992638_098d62a3c5.jpg,"Two dogs , one brown and one black , playing with each other ."
2136992638_098d62a3c5.jpg,"Two dogs , one brown , the other black and white , are playing on a sidewalk ."
2137071442_1c9658c81a.jpg,A boy looks at a new toy during christmas
2137071442_1c9658c81a.jpg,A boy receives a light saber for Christmas .
2137071442_1c9658c81a.jpg,"Boy indoors by Christmas tree , playing with green , light-up sword toy ."
2137789511_69a6c6afa8.jpg,A man rides a bike under a blue and white sky .
2137789511_69a6c6afa8.jpg,A man riding his bike on the beach by the ocean .
2137789511_69a6c6afa8.jpg,A person rides his bicycle in the sand beside the ocean .
2138487671_5b89104043.jpg,A young boy jumping into a still lake
2138487671_5b89104043.jpg,The boy is jumping into a lake .
2138487671_5b89104043.jpg,The young boy in the blue shirt is jumping into the water .
2139519215_8ca16dd192.jpg,Girl running next to a pool .
2139519215_8ca16dd192.jpg,The girl in a bathing suit runs past the blue pool .
2139519215_8ca16dd192.jpg,The girl in the aqua two piece swimsuit is in front of the aqua pool .
2140182410_8e2a06fbda.jpg,A child rides down the snow in a tube .
2140182410_8e2a06fbda.jpg,The kid is on a float in the snow .
2140182410_8e2a06fbda.jpg,There is a person sitting on a plastic blow-up float in the high piled snow .
2140305708_591d10b54d.jpg,A girl in a blue bathing suit walks across the beach .
2140305708_591d10b54d.jpg,A girl in a blue two piece bathing suit at the beach .
2140305708_591d10b54d.jpg,A young girl wearing a blue bikini swimsuit .
2140747429_62cfd89ae9.jpg,A little boy is throwing snow around outside .
2140747429_62cfd89ae9.jpg,The little boy with the yellow stripe on his hat is in the snow .
2140747429_62cfd89ae9.jpg,This boy is throwing a snowball .
2141065212_463a6997e1.jpg,An elderly man is wearing a black jacket covered in sponsorship logos .
2141065212_463a6997e1.jpg,Older man with glasses wearing a car racing hat and jacket .
2141065212_463a6997e1.jpg,The white haired man in the black baseball cap is wearing a black jacket covered with car racing emblems .
2141713971_e25eb12712.jpg,"A woman and a younger girl , both wearing blue jackets and knit caps , slide down a hill on a snow sled , a dog running at their side ."
2141713971_e25eb12712.jpg,A woman and a young girl riding a sled down a snowy hill while standing .
2141713971_e25eb12712.jpg,A woman and girl riding downhill on a sled with a dog running alongside them
2142232919_c857a09dd7.jpg,A black dog with an orange toy in its mouth is walking in fall leaves .
2142232919_c857a09dd7.jpg,A black lab puppy runs with an orange ball on an autumn day .
2142232919_c857a09dd7.jpg,The black dog walks through brown leaves with an orange ball .
2144049642_070cf541b4.jpg,A little girl is carefully coloring in the pictures of a coloring book .
2144049642_070cf541b4.jpg,Little girl coloring pictures indoors .
2144049642_070cf541b4.jpg,The little girl is using colored pencils to decorate a coloring book .
2144050118_3e7d2e05b1.jpg,A young girl is looking at the camera with a pen stuck up her nose .
2144050118_3e7d2e05b1.jpg,The girl with the wide eyes has a marker hanging from her nose .
2144050118_3e7d2e05b1.jpg,Young girl sitting with a black pen in her nose .
2144846312_d4c738dc6c.jpg,A little boy with baby food on his face .
2144846312_d4c738dc6c.jpg,"An adult hods a baby wearing a bib , the baby has food around its mouth ."
2144846312_d4c738dc6c.jpg,The baby is wearing a bib and sitting in an adult '
214501174_6db1f4d69c.jpg,A dog jumps up to catch a tennis ball in a grassy field .
214501174_6db1f4d69c.jpg,A golden dog is jumping in an attempt to catch a ball .
214501174_6db1f4d69c.jpg,The dog is in the air above the grass .
214543992_ce6c0d9f9b.jpg,A black and white dog jumps up as a ball is thrown over his head .
214543992_ce6c0d9f9b.jpg,The black and white dog is attempting to catch a ball in the garden .
214543992_ce6c0d9f9b.jpg,The dog jumps up waiting to catch something being thrown .
2147199188_d2d70b88ec.jpg,"A man plays with a little boy , holding him upside down ."
2147199188_d2d70b88ec.jpg,Man holding boy upside down in his arms standing on rocks .
2147199188_d2d70b88ec.jpg,Man with glasses holding boy upside down outside in a stone-filled yard .
2148013097_6a4f495bc5.jpg,Two kids and a woman wave enthusiastically from behind a window .
2148013097_6a4f495bc5.jpg,Two kids are looking through a window with an adult in the back .
2148013097_6a4f495bc5.jpg,Two little boys and their mom smiling on the outside of a window .
2148695079_9ae6a9b1c7.jpg,Two white dogs are walking through deep white snow .
2148695079_9ae6a9b1c7.jpg,Two white dogs walk in a snowy setting
2148695079_9ae6a9b1c7.jpg,Two white dogs walk through a huge bank of mountain snow .
2148916767_644ea6a7fa.jpg,A black poodle jumping on the head of a white poodle while walking in the snow .
2148916767_644ea6a7fa.jpg,Two dogs playing in the snow .
2148916767_644ea6a7fa.jpg,Two poodles are running through the snow .
2148991939_3b9fd6c439.jpg,A black dog jumps off a pier into a lake .
2148991939_3b9fd6c439.jpg,A dog leaps off a dock and into the water .
2148991939_3b9fd6c439.jpg,The black dog leaps off the dock and into the water .
2149968397_a7411729d1.jpg,A small african boy leaves the ocean while many others continue to play behind him .
2149968397_a7411729d1.jpg,A small black child playing in the ocean .
2149968397_a7411729d1.jpg,A young boy wades in the ocean .
2149982207_5345633bbf.jpg,A boy wearing a blue life jacket is holding onto the side of a green boat .
2149982207_5345633bbf.jpg,"A child holds on to the side of a small , weathered , green watercraft on the open sea ."
2149982207_5345633bbf.jpg,A young boy riding in a green boat .
2150564996_d173a506d7.jpg,A small boy is playing in an open field .
2150564996_d173a506d7.jpg,A young boy in a white shirt in a field
2150564996_d173a506d7.jpg,A young boy wearing a t-shirt and jeans is walking in a grassy field .
2151056407_c9c09b0a02.jpg,A white dog is sniffing a sheep through a fence .
2151056407_c9c09b0a02.jpg,A white dog sniffing sheep through a fence .
2151056407_c9c09b0a02.jpg,White fluffy dog kissing sheep through a fence .
2151300603_248a9fe715.jpg,A picture of the anatomy of a hand .
2151300603_248a9fe715.jpg,A woman is sitting at a desk near to a window that has a huge picture of a hand painted on it .
2151300603_248a9fe715.jpg,A woman is sitting at a table waiting to tell a customer 's fortune .
215214751_e913b6ff09.jpg,A silhouette of two men in a boat on a misty lake
215214751_e913b6ff09.jpg,Two men in a fishing boat on a river enjoy a pleasant morning .
215214751_e913b6ff09.jpg,Two people drift in a small boat on a foggy lake with trees in the background .
2156131463_5b53636cf0.jpg,People in bathing suits are on a beach looking at a landform in the distance .
2156131463_5b53636cf0.jpg,Two men in speedos on the beach .
2156131463_5b53636cf0.jpg,Two men stand looking at the ocean at a tropical resort .
2156726763_034ecd2e39.jpg,A little girl in a pink coat is walking down a dirt road
2156726763_034ecd2e39.jpg,A little girl in a pink jacket is walking .
2156726763_034ecd2e39.jpg,A young girl in a pink jacket walking down a gravel path in a wooded area .
2157003092_eaeb977789.jpg,A black dog with tan markings stands in deep snow ; there is an evergreen to the right .
2157003092_eaeb977789.jpg,a dog plays in the snow .
2157003092_eaeb977789.jpg,Dog lies in snow .
2157173498_2eea42ee38.jpg,A person in a black jacket is snowboarding during the evening .
2157173498_2eea42ee38.jpg,A silhouette of a person snowboarding through a pile of snow .
2157173498_2eea42ee38.jpg,The person in the parka is on a snowboard .
2158247955_484f0a1f11.jpg,Three dogs are running across snow with a tire track in it .
2158247955_484f0a1f11.jpg,Three dogs run in the snow .
2158247955_484f0a1f11.jpg,Three dogs running on tire tracks in snow .
2158267555_db1d94e468.jpg,A woman and young girl stand next to another young girl sitting on a brown pony .
2158267555_db1d94e468.jpg,The children take turns riding the minerature pony with an adult supervising .
2158267555_db1d94e468.jpg,Two people are arranged around a horse and its rider .
215876547_fa584c5ec3.jpg,A man sits in the back of a boat that is grounded on the shore of a large body of water .
215876547_fa584c5ec3.jpg,A man sitting in a canoe on the shore of a lake .
215876547_fa584c5ec3.jpg,A man sitting in a rowboat
2159447283_fab8c272b0.jpg,A girl with red hair and a Spider-Man suit on is sitting on a toy horse while holding her arms up and her mouth open .
